Geolocation,Commodity,Date_String,Price,Parent_Class,Date,Month_Index
Palawan,"Pepper, bell",2022 February,101.93,Other Fresh Peppers (Bell/Finger),2022-02-01,13
Palawan,"Pepper, bell",2022 March,80.05,Other Fresh Peppers (Bell/Finger),2022-03-01,14
Palawan,"Pepper, bell",2022 April,63.06,Other Fresh Peppers (Bell/Finger),2022-04-01,15
Palawan,"Pepper, bell",2022 May,65.54,Other Fresh Peppers (Bell/Finger),2022-05-01,16
Palawan,"Pepper, bell",2022 June,51.1,Other Fresh Peppers (Bell/Finger),2022-06-01,17
Palawan,"Pepper, bell",2022 July,99.21,Other Fresh Peppers (Bell/Finger),2022-07-01,18
Palawan,"Pepper, bell",2022 August,107.25,Other Fresh Peppers (Bell/Finger),2022-08-01,19
Palawan,"Pepper, bell",2022 September,84.58,Other Fresh Peppers (Bell/Finger),2022-09-01,20
Palawan,"Pepper, bell",2022 October,94.62,Other Fresh Peppers (Bell/Finger),2022-10-01,21
Palawan,"Pepper, bell",2022 November,91.16,Other Fresh Peppers (Bell/Finger),2022-11-01,22
Palawan,"Pepper, bell",2022 December,117.53,Other Fresh Peppers (Bell/Finger),2022-12-01,23
Palawan,"Pepper, bell",2023 January,125.42,Other Fresh Peppers (Bell/Finger),2023-01-01,24
Palawan,"Pepper, bell",2023 February,103.25,Other Fresh Peppers (Bell/Finger),2023-02-01,25
Palawan,"Pepper, bell",2023 March,100.0,Other Fresh Peppers (Bell/Finger),2023-03-01,26
Palawan,"Pepper, bell",2023 April,84.06,Other Fresh Peppers (Bell/Finger),2023-04-01,27
Palawan,"Pepper, bell",2023 May,97.95,Other Fresh Peppers (Bell/Finger),2023-05-01,28
Palawan,"Pepper, bell",2023 June,86.34,Other Fresh Peppers (Bell/Finger),2023-06-01,29
Palawan,"Pepper, bell",2023 July,79.82,Other Fresh Peppers (Bell/Finger),2023-07-01,30
Palawan,"Pepper, bell",2023 August,87.99,Other Fresh Peppers (Bell/Finger),2023-08-01,31
Palawan,"Pepper, bell",2023 September,93.93,Other Fresh Peppers (Bell/Finger),2023-09-01,32
Palawan,"Pepper, bell",2023 October,80.63,Other Fresh Peppers (Bell/Finger),2023-10-01,33
Palawan,"Pepper, bell",2023 November,85.23,Other Fresh Peppers (Bell/Finger),2023-11-01,34
Palawan,"Pepper, bell",2023 December,100.34,Other Fresh Peppers (Bell/Finger),2023-12-01,35
Palawan,"Pepper, bell",2024 January,200.0,Other Fresh Peppers (Bell/Finger),2024-01-01,36
Palawan,"Pepper, bell",2024 February,200.0,Other Fresh Peppers (Bell/Finger),2024-02-01,37
Palawan,"Pepper, bell",2024 May,48.89,Other Fresh Peppers (Bell/Finger),2024-05-01,40
Palawan,"Pepper, bell",2024 July,80.0,Other Fresh Peppers (Bell/Finger),2024-07-01,42
Palawan,"Pepper, bell",2024 August,75.0,Other Fresh Peppers (Bell/Finger),2024-08-01,43
Palawan,"Pepper, bell",2024 September,80.0,Other Fresh Peppers (Bell/Finger),2024-09-01,44
Palawan,"Pepper, bell",2024 November,60.0,Other Fresh Peppers (Bell/Finger),2024-11-01,46
Palawan,"Pepper, bell",2025 August,100.0,Other Fresh Peppers (Bell/Finger),2025-08-01,55
Palawan,"Pepper, finger",2021 January,75.79,Other Fresh Peppers (Bell/Finger),2021-01-01,0
Palawan,"Pepper, finger",2021 February,62.24,Other Fresh Peppers (Bell/Finger),2021-02-01,1
Palawan,"Pepper, finger",2021 March,53.24,Other Fresh Peppers (Bell/Finger),2021-03-01,2
Palawan,"Pepper, finger",2021 April,48.69,Other Fresh Peppers (Bell/Finger),2021-04-01,3
Palawan,"Pepper, finger",2021 May,36.59,Other Fresh Peppers (Bell/Finger),2021-05-01,4
Palawan,"Pepper, finger",2021 June,33.76,Other Fresh Peppers (Bell/Finger),2021-06-01,5
Palawan,"Pepper, finger",2021 July,27.52,Other Fresh Peppers (Bell/Finger),2021-07-01,6
Palawan,"Pepper, finger",2021 August,57.21,Other Fresh Peppers (Bell/Finger),2021-08-01,7
Palawan,"Pepper, finger",2021 September,55.58,Other Fresh Peppers (Bell/Finger),2021-09-01,8
Palawan,"Pepper, finger",2021 October,65.47,Other Fresh Peppers (Bell/Finger),2021-10-01,9
Palawan,"Pepper, finger",2021 November,95.97,Other Fresh Peppers (Bell/Finger),2021-11-01,10
Palawan,"Pepper, finger",2021 December,96.73,Other Fresh Peppers (Bell/Finger),2021-12-01,11
Palawan,"Pepper, finger",2022 January,83.53,Other Fresh Peppers (Bell/Finger),2022-01-01,12
Palawan,"Pepper, finger",2022 February,82.99,Other Fresh Peppers (Bell/Finger),2022-02-01,13
Palawan,"Pepper, finger",2022 March,73.23,Other Fresh Peppers (Bell/Finger),2022-03-01,14
Palawan,"Pepper, finger",2022 April,44.29,Other Fresh Peppers (Bell/Finger),2022-04-01,15
Palawan,"Pepper, finger",2022 May,40.28,Other Fresh Peppers (Bell/Finger),2022-05-01,16
Palawan,"Pepper, finger",2022 June,49.69,Other Fresh Peppers (Bell/Finger),2022-06-01,17
Palawan,"Pepper, finger",2022 July,65.49,Other Fresh Peppers (Bell/Finger),2022-07-01,18
Palawan,"Pepper, finger",2022 August,64.33,Other Fresh Peppers (Bell/Finger),2022-08-01,19
Palawan,"Pepper, finger",2022 September,57.4,Other Fresh Peppers (Bell/Finger),2022-09-01,20
Palawan,"Pepper, finger",2022 October,43.25,Other Fresh Peppers (Bell/Finger),2022-10-01,21
Palawan,"Pepper, finger",2022 November,35.13,Other Fresh Peppers (Bell/Finger),2022-11-01,22
Palawan,"Pepper, finger",2022 December,71.71,Other Fresh Peppers (Bell/Finger),2022-12-01,23
Palawan,"Pepper, finger",2023 January,95.54,Other Fresh Peppers (Bell/Finger),2023-01-01,24
Palawan,"Pepper, finger",2023 February,82.52,Other Fresh Peppers (Bell/Finger),2023-02-01,25
Palawan,"Pepper, finger",2023 March,75.18,Other Fresh Peppers (Bell/Finger),2023-03-01,26
Palawan,"Pepper, finger",2023 April,61.74,Other Fresh Peppers (Bell/Finger),2023-04-01,27
Palawan,"Pepper, finger",2023 May,52.74,Other Fresh Peppers (Bell/Finger),2023-05-01,28
Palawan,"Pepper, finger",2023 June,44.92,Other Fresh Peppers (Bell/Finger),2023-06-01,29
Palawan,"Pepper, finger",2023 July,57.52,Other Fresh Peppers (Bell/Finger),2023-07-01,30
Palawan,"Pepper, finger",2023 August,63.84,Other Fresh Peppers (Bell/Finger),2023-08-01,31
Palawan,"Pepper, finger",2023 September,53.2,Other Fresh Peppers (Bell/Finger),2023-09-01,32
Palawan,"Pepper, finger",2023 October,60.15,Other Fresh Peppers (Bell/Finger),2023-10-01,33
Palawan,"Pepper, finger",2023 November,67.44,Other Fresh Peppers (Bell/Finger),2023-11-01,34
Palawan,"Pepper, finger",2023 December,73.16,Other Fresh Peppers (Bell/Finger),2023-12-01,35
Palawan,"Pepper, finger",2024 November,45.07,Other Fresh Peppers (Bell/Finger),2024-11-01,46
Palawan,"Pepper, finger",2025 May,50.0,Other Fresh Peppers (Bell/Finger),2025-05-01,52
Palawan,"Pepper, finger",2025 June,50.0,Other Fresh Peppers (Bell/Finger),2025-06-01,53
Palawan,"Pepper, finger",2025 August,93.45,Other Fresh Peppers (Bell/Finger),2025-08-01,55
Palawan,"Pepper, finger",2025 September,70.0,Other Fresh Peppers (Bell/Finger),2025-09-01,56
Romblon,Chili pepper fruit (Siling labuyo),2024 March,146.67,Siling Labuyo (Predictive Benchmark),2024-03-01,38
Romblon,Chili pepper fruit (Siling labuyo),2024 April,150.0,Siling Labuyo (Predictive Benchmark),2024-04-01,39
Romblon,Chili pepper fruit (Siling labuyo),2024 May,140.0,Siling Labuyo (Predictive Benchmark),2024-05-01,40
Romblon,Chili pepper fruit (Siling labuyo),2024 June,150.0,Siling Labuyo (Predictive Benchmark),2024-06-01,41
Romblon,Chili pepper fruit (Siling labuyo),2024 August,150.0,Siling Labuyo (Predictive Benchmark),2024-08-01,43
Romblon,Chili pepper fruit (Siling labuyo),2024 November,298.75,Siling Labuyo (Predictive Benchmark),2024-11-01,46
Romblon,Chili pepper fruit (Siling labuyo),2025 March,150.0,Siling Labuyo (Predictive Benchmark),2025-03-01,50
Romblon,Chili pepper fruit (Siling labuyo),2025 April,150.0,Siling Labuyo (Predictive Benchmark),2025-04-01,51
Romblon,Chili pepper fruit (Siling labuyo),2025 May,150.0,Siling Labuyo (Predictive Benchmark),2025-05-01,52
Romblon,Chili pepper fruit (Siling labuyo),2025 June,150.0,Siling Labuyo (Predictive Benchmark),2025-06-01,53
Romblon,Chili pepper fruit (Siling labuyo),2025 July,120.0,Siling Labuyo (Predictive Benchmark),2025-07-01,54
Romblon,Chili pepper fruit (Siling labuyo),2025 August,100.0,Siling Labuyo (Predictive Benchmark),2025-08-01,55
Romblon,Chili pepper fruit (Siling labuyo),2025 September,99.49,Siling Labuyo (Predictive Benchmark),2025-09-01,56
Romblon,Chili pepper fruit (Siling labuyo),2025 October,100.0,Siling Labuyo (Predictive Benchmark),2025-10-01,57
Romblon,Chili pepper fruit (Siling labuyo),2025 November,100.0,Siling Labuyo (Predictive Benchmark),2025-11-01,58
Romblon,Chili pepper fruit (Siling labuyo),2025 December,100.0,Siling Labuyo (Predictive Benchmark),2025-12-01,59
Romblon,"Garlic, dried bulb",2021 April,110.48,Garlic (Dried Bulb),2021-04-01,3
Romblon,"Garlic, dried bulb",2021 May,101.5,Garlic (Dried Bulb),2021-05-01,4
Romblon,"Garlic, dried bulb",2022 April,111.58,Garlic (Dried Bulb),2022-04-01,15
Romblon,"Garlic, dried bulb",2022 May,116.14,Garlic (Dried Bulb),2022-05-01,16
Romblon,"Garlic, dried bulb",2023 April,110.94,Garlic (Dried Bulb),2023-04-01,27
Romblon,"Garlic, dried bulb",2024 April,100.0,Garlic (Dried Bulb),2024-04-01,39
Romblon,"Garlic, dried bulb",2025 April,120.0,Garlic (Dried Bulb),2025-04-01,51
Romblon,"Ginger, Native",2024 February,50.0,Ginger (All Sub-Varieties),2024-02-01,37
Romblon,"Ginger, Native",2024 April,50.0,Ginger (All Sub-Varieties),2024-04-01,39
Romblon,"Ginger, Native",2024 May,50.0,Ginger (All Sub-Varieties),2024-05-01,40
Romblon,"Ginger, Native",2024 June,50.0,Ginger (All Sub-Varieties),2024-06-01,41
Romblon,"Ginger, Native",2024 July,55.0,Ginger (All Sub-Varieties),2024-07-01,42
Romblon,"Ginger, Native",2024 August,55.0,Ginger (All Sub-Varieties),2024-08-01,43
Romblon,"Ginger, Native",2024 September,50.0,Ginger (All Sub-Varieties),2024-09-01,44
Romblon,"Ginger, Native",2025 February,60.0,Ginger (All Sub-Varieties),2025-02-01,49
Romblon,"Ginger, Native",2025 March,60.0,Ginger (All Sub-Varieties),2025-03-01,50
Romblon,"Ginger, Native",2025 April,60.0,Ginger (All Sub-Varieties),2025-04-01,51
Romblon,"Ginger, Native",2025 May,60.0,Ginger (All Sub-Varieties),2025-05-01,52
Romblon,"Ginger, Native",2025 June,60.0,Ginger (All Sub-Varieties),2025-06-01,53
Romblon,"Ginger, Native",2025 July,60.0,Ginger (All Sub-Varieties),2025-07-01,54
Romblon,"Ginger, Native",2025 August,60.0,Ginger (All Sub-Varieties),2025-08-01,55
Romblon,"Ginger, Native",2025 September,60.0,Ginger (All Sub-Varieties),2025-09-01,56
Romblon,"Ginger, Native",2025 October,60.0,Ginger (All Sub-Varieties),2025-10-01,57
Romblon,"Ginger, Native",2025 November,60.0,Ginger (All Sub-Varieties),2025-11-01,58
Romblon,"Ginger, Native",2025 December,60.0,Ginger (All Sub-Varieties),2025-12-01,59
Romblon,Paminta [Black pepper],2025 January,65.0,Black Pepper (Paminta),2025-01-01,48
Romblon,Paminta [Black pepper],2025 February,65.0,Black Pepper (Paminta),2025-02-01,49
Romblon,Paminta [Black pepper],2025 March,65.0,Black Pepper (Paminta),2025-03-01,50
Romblon,"Pepper, bell",2024 April,150.0,Other Fresh Peppers (Bell/Finger),2024-04-01,39
Romblon,"Pepper, bell",2024 May,150.0,Other Fresh Peppers (Bell/Finger),2024-05-01,40
Romblon,"Pepper, bell",2024 June,150.0,Other Fresh Peppers (Bell/Finger),2024-06-01,41
Romblon,"Pepper, finger",2024 January,50.0,Other Fresh Peppers (Bell/Finger),2024-01-01,36
Romblon,"Pepper, finger",2024 February,73.04,Other Fresh Peppers (Bell/Finger),2024-02-01,37
Romblon,"Pepper, finger",2024 March,70.0,Other Fresh Peppers (Bell/Finger),2024-03-01,38
Romblon,"Pepper, finger",2024 August,70.0,Other Fresh Peppers (Bell/Finger),2024-08-01,43
Romblon,"Pepper, finger",2024 October,80.0,Other Fresh Peppers (Bell/Finger),2024-10-01,45
Romblon,"Pepper, finger",2024 November,79.0,Other Fresh Peppers (Bell/Finger),2024-11-01,46
Romblon,"Pepper, finger",2025 January,90.0,Other Fresh Peppers (Bell/Finger),2025-01-01,48
Romblon,"Pepper, finger",2025 February,95.0,Other Fresh Peppers (Bell/Finger),2025-02-01,49
Romblon,"Pepper, finger",2025 August,60.0,Other Fresh Peppers (Bell/Finger),2025-08-01,55
Romblon,"Pepper, finger",2025 September,60.0,Other Fresh Peppers (Bell/Finger),2025-09-01,56
Romblon,"Pepper, finger",2025 October,115.0,Other Fresh Peppers (Bell/Finger),2025-10-01,57
Romblon,"Pepper, finger",2025 November,116.85,Other Fresh Peppers (Bell/Finger),2025-11-01,58
Romblon,"Pepper, finger",2025 December,115.0,Other Fresh Peppers (Bell/Finger),2025-12-01,59
